"Domain","Site","Date","Year","Julian","DOY","Lat","Long","PPT","TMAX","TMIN","TMEAN","PPT14","Photoperiod","GDD","CumGDD","Keep"
"D01","HARV",2014-01-01,2014,92,0,42.4471561,-72.2345782,0,-5.52842310112523,-13.483218101047,-9.50550165912384,53.1128128925096,9.10824738006287,0,0,1
"D01","HARV",2014-01-02,2014,93,1,42.4471561,-72.2345782,2.44334476977679,-4.01029045445671,-11.1256895117791,-7.56746994937406,43.7192165269803,9.11942582548503,0,0,1
"D01","HARV",2014-01-03,2014,94,2,42.4471561,-72.2345782,9.32077495276011,-9.76262238597582,-17.2238098448012,-13.4928166236658,46.1625612967571,9.13176363830486,0,0,1
"D01","HARV",2014-01-04,2014,95,3,42.4471561,-72.2345782,0,-12.3798960256029,-25.2058676065069,-18.7921893842797,55.4833362495172,9.14524857372183,0,0,1
"D01","HARV",2014-01-05,2014,96,4,42.4471561,-72.2345782,0,-6.30048995936594,-24.1492693420194,-15.2245808468804,55.4365613553234,9.15986733665347,0,0,1
"D01","HARV",2014-01-06,2014,97,5,42.4471561,-72.2345782,8.63631492335487,7.4916806166071,-15.6720828922589,-4.08970098114054,53.8590803873429,9.17560562905635,0,0,1
"D01","HARV",2014-01-07,2014,98,6,42.4471561,-72.2345782,20.4380551571947,12.5142860693339,-14.6517607075071,-1.06837220216755,62.0563184187912,9.19244820002797,0,0,1
"D01","HARV",2014-01-08,2014,99,7,42.4471561,-72.2345782,0,-12.3674627938243,-17.2663817388421,-14.8164326598317,70.7365040393601,9.21037889834249,0,0,1
"D01","HARV",2014-01-09,2014,100,8,42.4471561,-72.2345782,0,-7.95336349656575,-16.7857454939493,-12.3691300556578,70.7365040393601,9.22938072706554,0,0,1
"D01","HARV",2014-01-10,2014,101,9,42.4471561,-72.2345782,0.736492662123691,-2.95566071061673,-14.6997385147072,-8.8269610749251,70.7365040393601,9.24943589988922,0,0,1
"D01","HARV",2014-01-11,2014,102,10,42.4471561,-72.2345782,2.32635381890307,2.6635591593869,-8.34150118929851,-2.83843684998122,69.4358985758664,9.2705258988277,0,0,1
"D01","HARV",2014-01-12,2014,103,11,42.4471561,-72.2345782,17.3640496459624,13.0497997256508,1.06144509971206,7.0547472407757,71.7622523947695,9.29263153291743,0,0,1
"D01","HARV",2014-01-13,2014,104,12,42.4471561,-72.2345782,0,4.88952395076532,-3.35821795002997,0.765028400409214,89.0882554590912,9.31573299757181,0,0,1
"D01","HARV",2014-01-14,2014,105,13,42.4471561,-72.2345782,0,8.24398603841633,-2.9742932482225,2.634403017682,61.2653859300756,9.33980993425018,0,0,1
"D01","HARV",2014-01-15,2014,106,14,42.4471561,-72.2345782,16.8892414441568,7.13202829180835,-2.43050790938284,2.35007697200538,61.2653859300756,9.36484149011311,0,0,1
"D01","HARV",2014-01-16,2014,107,15,42.4471561,-72.2345782,0,6.83372825205266,-2.75045677467789,2.04121464689914,78.1546273742324,9.39080637735075,0,0,1
"D01","HARV",2014-01-17,2014,108,16,42.4471561,-72.2345782,0,3.07809568229206,-2.0600737632091,0.508595500680912,75.7112826044556,9.41768293188797,0,0,1
"D01","HARV",2014-01-18,2014,109,17,42.4471561,-72.2345782,0,4.21165804004782,-2.86175191205298,0.674568195160804,66.3905076516955,9.44544917118901,0,0,1
"D01","HARV",2014-01-19,2014,110,18,42.4471561,-72.2345782,5.51165881880909,0.729740506422149,-3.84944510602088,-1.55940141061827,66.3905076516955,9.47408285090431,0,0,1
"D01","HARV",2014-01-20,2014,111,19,42.4471561,-72.2345782,0.330862074029907,-0.655540027900845,-4.11321042105528,-2.38398495517721,71.9021664705046,9.50356152012393,0,0,1
"D01","HARV",2014-01-21,2014,112,20,42.4471561,-72.2345782,0.343677818373645,3.6671018906907,-12.3393962827587,-4.33540632666124,63.5967136211797,9.53386257502403,0,0,1
"D01","HARV",2014-01-22,2014,113,21,42.4471561,-72.2345782,0.539591434274147,-10.3047877451458,-18.177189723002,-14.2404189082673,43.5023362823586,9.56496331071571,0,0,1
"D01","HARV",2014-01-23,2014,114,22,42.4471561,-72.2345782,0,-10.4611614727042,-19.4764052239741,-14.9682394196261,44.0419277166328,9.59684097112846,0,0,1
"D01","HARV",2014-01-24,2014,115,23,42.4471561,-72.2345782,0,-8.59499084061652,-19.0269825606303,-13.8103234545316,44.0419277166328,9.62947279678326,0,0,1
"D01","HARV",2014-01-25,2014,116,24,42.4471561,-72.2345782,0,-8.70242932072705,-17.2197337006383,-12.9605827645733,43.3054350545091,9.66283607033317,0,0,1
"D01","HARV",2014-01-26,2014,117,25,42.4471561,-72.2345782,1.56279414487497,-1.23679631710187,-13.0806166805436,-7.15806642703684,40.979081235606,9.69690815977094,0,0,1
"D01","HARV",2014-01-27,2014,118,26,42.4471561,-72.2345782,0,-3.66804620140087,-13.3210823071803,-8.49403187402755,25.1778257345186,9.73166655922471,0,0,1
"D01","HARV",2014-01-28,2014,119,27,42.4471561,-72.2345782,0.37528338503475,2.56492196940222,-14.6455433157774,-6.0398920736054,25.1778257345186,9.76708892728307,0,0,1
"D01","HARV",2014-01-29,2014,120,28,42.4471561,-72.2345782,0,-9.0458668059249,-15.0407647887305,-12.0425567792256,25.5531091195533,9.80315312281016,0,0,1
"D01","HARV",2014-01-30,2014,121,29,42.4471561,-72.2345782,0,-5.62426423754985,-16.9616655424581,-11.2924501806793,8.66386767539651,9.8398372382293,0,0,1
"D01","HARV",2014-01-31,2014,122,30,42.4471561,-72.2345782,0,-3.29623230474762,-16.5212896855139,-9.90803339346038,8.66386767539651,9.87711963027109,0,0,1
"D01","HARV",2014-02-01,2014,123,31,42.4471561,-72.2345782,0,2.90748212479287,-6.50540535760991,-1.79851276042596,8.66386767539651,9.91497894819669,0,0,1
"D01","HARV",2014-02-02,2014,124,32,42.4471561,-72.2345782,0,5.95429002658785,-6.12448341206279,-0.0849035697440817,8.66386767539651,9.9533941595218,0,0,1
"D01","HARV",2014-02-03,2014,125,33,42.4471561,-72.2345782,1.16542702793654,7.94716559532164,-1.32405164904545,3.31095471993669,3.15220885658742,9.99234457327926,0,0,1
"D01","HARV",2014-02-04,2014,126,34,42.4471561,-72.2345782,3.80763200831389,0.0357819621165984,-12.8311448613513,-6.39712595661466,3.98677381049405,10.0318098608697,0,0,1
"D01","HARV",2014-02-05,2014,127,35,42.4471561,-72.2345782,9.17017106509373,0.135865950595988,-12.4117695913716,-6.13751186145189,7.4507280004343,10.0717700745598,0,0,1
"D01","HARV",2014-02-06,2014,128,36,42.4471561,-72.2345782,13.8990863790481,-3.47564499974895,-12.809464141922,-8.14217704109174,16.0813076312539,10.1122056636958,0,0,1
"D01","HARV",2014-02-07,2014,129,37,42.4471561,-72.2345782,0,-3.07052259775145,-20.7106499891219,-11.8900551109507,29.9803940103019,10.1530974887089,0,0,1
"D01","HARV",2014-02-08,2014,130,38,42.4471561,-72.2345782,0,-2.57570752098706,-20.3439512465349,-11.4595210841473,29.9803940103019,10.1944268329928,0,0,1
"D01","HARV",2014-02-09,2014,131,39,42.4471561,-72.2345782,0,-3.18495233355559,-17.7883424455831,-10.4860920359396,29.9803940103019,10.2361754127413,0,0,1
"D01","HARV",2014-02-10,2014,132,40,42.4471561,-72.2345782,1.30746212348862,-1.70918155152034,-11.7099985329205,-6.70892422167439,28.417599865427,10.2783253848354,0,0,1
"D01","HARV",2014-02-11,2014,133,41,42.4471561,-72.2345782,0,-4.15948927951624,-22.0501695675102,-13.1045770332339,29.7250619889156,10.3208593528748,0,0,1
"D01","HARV",2014-02-12,2014,134,42,42.4471561,-72.2345782,0,-5.48934766801889,-22.4811888732251,-13.9850148882744,29.3497786038808,10.363760371448,0,0,1
"D01","HARV",2014-02-13,2014,135,43,42.4471561,-72.2345782,0.477693673817611,-3.52841464756062,-21.1656010344273,-12.3464506798899,29.3497786038808,10.4070119487371,0,0,1
"D01","HARV",2014-02-14,2014,136,44,42.4471561,-72.2345782,30.996749890124,-0.117222237753593,-6.8462797089918,-3.48107358791663,29.8274722776984,10.4505980475557,0,0,1
"D01","HARV",2014-02-15,2014,137,45,42.4471561,-72.2345782,0,-0.0782505865053792,-9.54432409158748,-4.81075511947633,60.8242221678225,10.4945030849143,0,0,1
"D01","HARV",2014-02-16,2014,138,46,42.4471561,-72.2345782,4.89021792436398,-1.25477541951665,-9.8626982448275,-5.55821815459013,60.8242221678225,10.5387119302093,0,0,1
"D01","HARV",2014-02-17,2014,139,47,42.4471561,-72.2345782,0,-2.3223919469041,-13.8965055434939,-8.10914293700139,65.7144400921865,10.5832099021294,0,0,1
"D01","HARV",2014-02-18,2014,140,48,42.4471561,-72.2345782,0,-3.1057321938953,-19.0466492157863,-11.0757996475781,64.5490130642499,10.6279827643695,0,0,1
"D01","HARV",2014-02-19,2014,141,49,42.4471561,-72.2345782,5.74331116007713,-3.90985183197098,-15.166033575272,-9.53759843974751,60.741381055936,10.6730167202424,0,0,1
"D01","HARV",2014-02-20,2014,142,50,42.4471561,-72.2345782,5.83945007766514,-0.116284835271258,-14.3726993303191,-7.24395143265253,57.3145211509194,10.7182984062744,0,0,1
"D01","HARV",2014-02-21,2014,143,51,42.4471561,-72.2345782,9.63962179467769,7.03487465992931,-4.80906930231335,1.11225844946803,49.2548848495365,10.7638148848655,0,0,1
"D01","HARV",2014-02-22,2014,144,52,42.4471561,-72.2345782,5.96485952897322,3.48333857391465,-3.16864684636744,0.157004557080553,58.8945066442142,10.8095536360974,0,0,1
"D01","HARV",2014-02-23,2014,145,53,42.4471561,-72.2345782,0,8.96402290112359,-3.3430197707981,2.81012905819553,64.8593661731874,10.8555025487612,0,0,1
"D01","HARV",2014-02-24,2014,146,54,42.4471561,-72.2345782,0,7.64558418134433,-3.905606308258,1.8695687803992,64.8593661731874,10.9016499106805,0,0,1
"D01","HARV",2014-02-25,2014,147,55,42.4471561,-72.2345782,0,-0.837832200831236,-9.84854898681537,-5.34274687600359,63.5519040496988,10.947984398396,0,0,1
"D01","HARV",2014-02-26,2014,148,56,42.4471561,-72.2345782,0,-3.74849911888411,-15.6922888124078,-9.72017079624608,63.5519040496988,10.9944950662776,0,0,1
"D01","HARV",2014-02-27,2014,149,57,42.4471561,-72.2345782,0,-3.18980397831349,-17.1966966943866,-10.1927258687946,63.5519040496988,11.0411713351242,0,0,1
"D01","HARV",2014-02-28,2014,150,58,42.4471561,-72.2345782,0,-3.47779456887891,-18.2315761509673,-10.8545017206414,63.0742103758812,11.0880029803086,0,0,1
"D01","HARV",2014-03-01,2014,151,59,42.4471561,-72.2345782,0,-6.15257937232053,-19.9599642532125,-13.0557913037711,32.0774604857572,11.1349801195198,0,0,1
"D01","HARV",2014-03-02,2014,152,60,42.4471561,-72.2345782,0,-0.550801897220195,-18.768054208569,-9.65891815878319,32.0774604857572,11.1820932001542,0,0,1
"D01","HARV",2014-03-03,2014,153,61,42.4471561,-72.2345782,0,2.62435809313628,-10.4345133668936,-3.90439035789851,27.1872425613932,11.229332986399,0,0,1
"D01","HARV",2014-03-04,2014,154,62,42.4471561,-72.2345782,0,-6.69734210235696,-20.975720321794,-13.8360871605157,27.1872425613932,11.276690546052,0,0,1
"D01","HARV",2014-03-05,2014,155,63,42.4471561,-72.2345782,0,-3.47357962003203,-19.3545904533775,-11.4134929120506,27.1872425613932,11.3241572371168,0,0,1
"D01","HARV",2014-03-06,2014,156,64,42.4471561,-72.2345782,0,-2.29156763244652,-18.1334767427302,-10.2118671501546,21.443931401316,11.3717246942079,0,0,1
"D01","HARV",2014-03-07,2014,157,65,42.4471561,-72.2345782,0,-1.38105998262538,-19.4812910537898,-10.4304629523023,15.6044813236509,11.4193848147993,0,0,1
"D01","HARV",2014-03-08,2014,158,66,42.4471561,-72.2345782,0,2.63260991062939,-18.4435086921052,-7.90469627517939,5.96485952897322,11.4671297453461,0,0,1
"D01","HARV",2014-03-09,2014,159,67,42.4471561,-72.2345782,0,9.8659525536547,-7.47031337869248,1.19718605438443,0,11.5149518673056,0,0,1
"D01","HARV",2014-03-10,2014,160,68,42.4471561,-72.2345782,0,2.99383727358602,-3.98323232341033,-0.494197329025873,0,11.5628437830825,0,0,1
"D01","HARV",2014-03-11,2014,161,69,42.4471561,-72.2345782,0,4.47350489070443,-3.42098080783141,0.525893185858067,0,11.6107983019196,0,0,1
"D01","HARV",2014-03-12,2014,162,70,42.4471561,-72.2345782,0,11.9317383627156,-1.41402932677818,5.2582866397069,0,11.658808425753,0,0,1
"D01","HARV",2014-03-13,2014,163,71,42.4471561,-72.2345782,14.8487237240223,6.03867724263026,-10.8480219082163,-2.40398607112497,0,11.7068673350503,0,0,1
"D01","HARV",2014-03-14,2014,164,72,42.4471561,-72.2345782,0.952832317298827,-7.03350110525303,-15.0645413762841,-11.0489583913281,14.8487237240223,11.754968374645,0,0,1
"D01","HARV",2014-03-15,2014,165,73,42.4471561,-72.2345782,0.697289699002455,2.37645984562041,-13.1634476188085,-5.39310367745838,15.8015560413211,11.803105039582,0,0,1
"D01","HARV",2014-03-16,2014,166,74,42.4471561,-72.2345782,0,10.317774589298,-5.4915935073288,2.41258881981613,16.4988457403236,11.8512709609858,0,0,1
"D01","HARV",2014-03-17,2014,167,75,42.4471561,-72.2345782,0,-1.23113787489654,-11.0581919890885,-6.14413153829363,16.4988457403236,11.8994598919598,0,0,1
"D01","HARV",2014-03-18,2014,168,76,42.4471561,-72.2345782,0,-0.81079110909884,-13.6207800168686,-7.2150570419758,16.4988457403236,11.947665693528,0,0,1
"D01","HARV",2014-03-19,2014,169,77,42.4471561,-72.2345782,0,4.20809508630643,-12.4819349770166,-4.13643442905698,16.4988457403236,11.9958823206246,0,0,1
"D01","HARV",2014-03-20,2014,170,78,42.4471561,-72.2345782,17.9683148987613,5.42804488044819,-7.60702558671569,-1.08915869570319,16.4988457403236,12.0441038081391,0,0,1
"D01","HARV",2014-03-21,2014,171,79,42.4471561,-72.2345782,0,7.72480248832391,-0.152803582406327,3.78565346232708,34.4671606390849,12.092324257022,0,0,1
"D01","HARV",2014-03-22,2014,172,80,42.4471561,-72.2345782,0,3.5318531390679,-6.23165204804609,-1.34944779307344,34.4671606390849,12.1405378204558,0,0,1
"D01","HARV",2014-03-23,2014,173,81,42.4471561,-72.2345782,0,10.7662542051392,-3.83863051957777,3.463295211342,34.4671606390849,12.1887386900961,0,0,1
"D01","HARV",2014-03-24,2014,174,82,42.4471561,-72.2345782,0,2.5252336467082,-11.7205001968576,-4.59717990575695,34.4671606390849,12.2369210823858,0,0,1
"D01","HARV",2014-03-25,2014,175,83,42.4471561,-72.2345782,0,-1.59034353292211,-13.0696299809027,-7.32956636501025,34.4671606390849,12.2850792249464,0,0,1
"D01","HARV",2014-03-26,2014,176,84,42.4471561,-72.2345782,0,1.57858123037565,-11.6375738236854,-5.0291156383624,34.4671606390849,12.3332073430483,0,0,1
"D01","HARV",2014-03-27,2014,177,85,42.4471561,-72.2345782,0,-0.155718291356044,-11.4440309015232,-5.79945658861661,34.4671606390849,12.3812996461646,0,0,1
"D01","HARV",2014-03-28,2014,178,86,42.4471561,-72.2345782,0,4.87027181002768,-10.0573087462902,-2.59321767173438,19.6184369150626,12.429350314611,0,0,1
"D01","HARV",2014-03-29,2014,179,87,42.4471561,-72.2345782,5.86440857963436,8.05015710747072,0.37415507246708,4.21176631216193,18.6656045977638,12.4773534862738,0,0,1
"D01","HARV",2014-03-30,2014,180,88,42.4471561,-72.2345782,42.7347442873414,10.4362812451858,1.78000523387007,6.10749647779687,23.8327234783957,12.5253032434317,0,0,1
"D01","HARV",2014-03-31,2014,181,89,42.4471561,-72.2345782,41.8683874602794,4.11747650515461,0.0724580870998662,2.09447967001661,66.5674677657371,12.5731935996731,0,0,1
"D01","HARV",2014-04-01,2014,182,90,42.4471561,-72.2345782,4.89870479514739,3.60609484195834,-1.8364239562675,0.884437525138557,108.435855226017,12.6210184869153,0,0,1
"D01","HARV",2014-04-02,2014,183,91,42.4471561,-72.2345782,0,12.4208172480017,-2.5718366644683,4.92395757321719,113.334560021164,12.668771742529,0,0,1
"D01","HARV",2014-04-03,2014,184,92,42.4471561,-72.2345782,0,13.8187265459768,-3.53976703336147,5.13912223317203,113.334560021164,12.7164470965755,0,0,1
"D01","HARV",2014-04-04,2014,185,93,42.4471561,-72.2345782,0,12.1895284629819,-2.30174983675957,4.94312815312632,95.3662451224026,12.7640381591618,0,0,1
"D01","HARV",2014-04-05,2014,186,94,42.4471561,-72.2345782,7.03733756012755,9.00130628756379,0.793351229431654,4.89673693351091,95.3662451224026,12.8115384079225,0,0,1
"D01","HARV",2014-04-06,2014,187,95,42.4471561,-72.2345782,0,8.46570764592861,-1.83758337819518,3.31373174877677,102.40358268253,12.8589411756375,0,0,1
"D01","HARV",2014-04-07,2014,188,96,42.4471561,-72.2345782,0,12.8193995914662,-2.25132664769904,5.28339890117753,102.40358268253,12.9062396379938,0,0,1
"D01","HARV",2014-04-08,2014,189,97,42.4471561,-72.2345782,8.58830063169391,13.8145979320266,-0.0139603545959993,6.89991783371531,102.40358268253,12.9534268015052,0,0,1
"D01","HARV",2014-04-09,2014,190,98,42.4471561,-72.2345782,2.0005159069083,16.4798621620296,-1.97149275552777,7.25387146175325,110.991883314224,13.0004954916007,0,0,1
"D01","HARV",2014-04-10,2014,191,99,42.4471561,-72.2345782,0,12.5186632154357,-3.87295460816834,4.32232780975677,112.992399221132,13.0474383408971,0,0,1
"D01","HARV",2014-04-11,2014,192,100,42.4471561,-72.2345782,6.78213600723911e-05,15.5178057891507,0.337100689098368,7.92696971765864,112.992399221132,13.094247777671,0,0,1
"D01","HARV",2014-04-12,2014,193,101,42.4471561,-72.2345782,5.31670430196236,18.6397141301929,1.25835015975277,9.94844114234539,112.992467042492,13.1409160145485,0.0281921998116374,0.0281921998116374,1
"D01","HARV",2014-04-13,2014,194,102,42.4471561,-72.2345782,0,19.2438392137607,1.9446714420538,10.593708870326,112.44476276482,13.1874350374318,0.594635314826123,0.62282751463776,1
"D01","HARV",2014-04-14,2014,195,103,42.4471561,-72.2345782,0.483483855846932,20.7685012095978,4.55288004420378,12.6600162357671,69.710018477479,13.2337965946837,2.66001623576712,3.28284375040488,1
"D01","HARV",2014-04-15,2014,196,104,42.4471561,-72.2345782,0.436311159673178,23.0372580025297,13.9572483602979,18.4967578394128,28.3251148730465,13.2799921865939,8.49675783941278,11.7796015898177,1
"D01","HARV",2014-04-16,2014,197,105,42.4471561,-72.2345782,40.7012317763926,16.3231705842404,-4.41615198650617,5.95330524920536,23.8627212375723,13.3260130551526,0,11.7796015898177,1
"D01","HARV",2014-04-17,2014,198,106,42.4471561,-72.2345782,0,4.60597840654176,-4.97194877078658,-0.182513703862777,64.5639530139649,13.3718501741576,0,11.7796015898177,1
"D01","HARV",2014-04-18,2014,199,107,42.4471561,-72.2345782,0,7.74242440995448,-4.68039850434056,1.5302883249585,64.5639530139649,13.4174942396864,0,11.7796015898177,1
"D01","HARV",2014-04-19,2014,200,108,42.4471561,-72.2345782,0.00696960364909148,7.91200736976668,-2.27801553613493,2.81643104569107,64.5639530139649,13.4629356609642,0,11.7796015898177,1
"D01","HARV",2014-04-20,2014,201,109,42.4471561,-72.2345782,0,15.4502696604521,-2.62223443843123,6.41337614240873,57.5335850574864,13.5081645516612,0,11.7796015898177,1
"D01","HARV",2014-04-21,2014,202,110,42.4471561,-72.2345782,0,15.187339675958,-1.6575404569278,6.7643912884255,57.5335850574864,13.5531707216572,0,11.7796015898177,1
"D01","HARV",2014-04-22,2014,203,111,42.4471561,-72.2345782,0,20.8348660683737,2.1156522342902,11.4745153417811,57.5335850574864,13.5979436693108,1.47451534178111,13.2541169315988,1
"D01","HARV",2014-04-23,2014,204,112,42.4471561,-72.2345782,1.71689298085782,21.7068670297866,6.00290184558316,13.8542482530486,48.9452844257925,13.6424725742746,3.85424825304858,17.1083651846474,1
"D01","HARV",2014-04-24,2014,205,113,42.4471561,-72.2345782,2.03311772903229,10.8879456710631,2.20646313968512,6.54661887959413,48.6616614997421,13.6867462908995,0,17.1083651846474,1
"D01","HARV",2014-04-25,2014,206,114,42.4471561,-72.2345782,0,12.9520895018371,-1.44226763390258,5.75446133123464,50.6947792287743,13.7307533422737,0,17.1083651846474,1
"D01","HARV",2014-04-26,2014,207,115,42.4471561,-72.2345782,10.6697149953209,17.7323639239976,1.33867763985182,9.53509501393092,50.6947114074143,13.7744819149427,0,17.1083651846474,1
"D01","HARV",2014-04-27,2014,208,116,42.4471561,-72.2345782,15.2371652162734,9.15011115934572,3.71481131020343,6.43196558710112,56.0477221007729,13.8179198543612,0,17.1083651846474,1
"D01","HARV",2014-04-28,2014,209,117,42.4471561,-72.2345782,0.225563913713197,9.97016200968854,0.258136842650184,5.11354183839755,71.2848873170462,13.861054661127,0,17.1083651846474,1
"D01","HARV",2014-04-29,2014,210,118,42.4471561,-72.2345782,0,15.8669683204639,3.49037306172004,9.6779296089047,71.0269673749125,13.9038734880503,0,17.1083651846474,1
"D01","HARV",2014-04-30,2014,211,119,42.4471561,-72.2345782,4.21762117550881,7.709376041179,2.33231267728971,5.02025781333237,70.5906562152393,13.9463631381138,0,17.1083651846474,1
"D01","HARV",2014-05-01,2014,212,120,42.4471561,-72.2345782,32.9689855666586,6.35549070261751,2.60285035199737,4.47868107059354,34.1070456143555,13.9885100633774,0,17.1083651846474,1
"D01","HARV",2014-05-02,2014,213,121,42.4471561,-72.2345782,3.6517609705173,19.3276260309276,3.76279168082237,11.5446675951411,67.0760311810141,14.0303003648875,1.54466759514114,18.6530327797885,1
"D01","HARV",2014-05-03,2014,214,122,42.4471561,-72.2345782,0,17.3143749277337,4.7821698932138,11.0476976095768,70.7277921515314,14.0717197936456,1.04769760957685,19.7007303893653,1
"D01","HARV",2014-05-04,2014,215,123,42.4471561,-72.2345782,0.612376616156821,18.2894418300748,5.93781918921824,12.113071467126,70.7208225478823,14.112753752697,2.113071467126,21.8138018564913,1
"D01","HARV",2014-05-05,2014,216,124,42.4471561,-72.2345782,0.194688290584732,13.4854471969748,6.55213074002849,10.0180646372009,71.3331991640391,14.1533873003967,0.0372986116948251,21.8511004681862,1
"D01","HARV",2014-05-06,2014,217,125,42.4471561,-72.2345782,0,16.1267194945693,1.84221442246956,8.98386047072037,71.5278874546239,14.1936051549109,0,21.8511004681862,1
"D01","HARV",2014-05-07,2014,218,126,42.4471561,-72.2345782,0,16.5481148810501,-0.339865949004751,8.10345917430601,71.5278874546239,14.2333917000124,0,21.8511004681862,1
"D01","HARV",2014-05-08,2014,219,127,42.4471561,-72.2345782,0,19.1331944595942,1.63766461224717,10.3850955148823,69.810994473766,14.2727309922243,0.385095514882263,22.2361959830684,1
